Text	Cause
I've drawn maps of where I want my body to be found	6
Every new message I get makes my desire to die stronger.	6
I feel like a corpse with homework	6
The pressure of pretending to be okay is making me plan my way out.	6
I used to cry—now I just count down to the end	6
The bullying won’t stop, so maybe I will	6
They gave me a nickname I still hear in my head every time I hold a blade	6
I no longer go to class to learn—I go to say goodbye.	6
The bullies broke more than my spirit—they made me write my goodbye.	6
I’m done trying to survive in a world that wants me erased	6
Every time they mock who I am, I think about ending it all.	6
If being myself means living in this kind of pain, I’d rather not live at all	6
I've already attempted suicide once because of what they called me—I don’t know if I’ll survive another round.	6
I wrote ‘I’m sorry’ in lipstick on the mirror the night I almost did it	6
They said I didn’t deserve to live—and sometimes I believe them	6
I tried to ‘pray the gay away,’ and when that didn’t work, I started planning my death instead	6
I’ve started stockpiling pills—just in case it gets worse.	6
I don’t know if I’ll make it through this semester without doing something permanent	6
I’ve researched painless ways to die because I don’t want to keep feeling this way	6
They say ‘It gets better,’ but I’m already too deep in planning my way out.	6
I see my deadname and want to be dead instead.	6
I stopped correcting people because I don’t plan on being here long enough for it to matter.	6
I've thought of ending my life on the anniversary of coming out—it feels symbolic	6
The only thing more painful than hiding my identity is being punished for revealing it.	6
They think I’m dramatic, but I’m documenting this in case I don’t survive.	6
I leave notes on my phone in case someone finds them after I’m gone	6
Living out loud has put a target on my back, and I’m too tired to keep dodging bullets.	6
I’ve had to choose between being seen and staying alive.	6
There’s no safe space left, so I’ve started planning an end to the pain.	6
I’ve picked the date and location—it’s the only thing I feel certain about.	6
I’m no longer afraid of dying—I’m afraid of surviving another week like this	6
I've stopped making plans because I don’t plan to be around	6
They’ll say ‘I didn’t know,’ but I’ve been screaming in silence for months	6
This will be my last journal entry—there’s nothing left to say	6
I’ve given up on recovery—I just want peace, even if it means death.	6
I feel like I’m already gone—just waiting for my body to catch up.	6
I smile in public because I don’t want them to stop me.	6
The rope is in my closet, and the thoughts are louder every night.	6
No one noticed when I started saying goodbye with my eyes	6
I googled ‘how many pills is too many’ last night.	6
I told them I was fine because I didn’t want to be stopped.	6
The pain is constant, and so is the desire to end it.	6
The knife is no longer scary—it feels like a friend.	6
There’s a part of me that’s already halfway out the door	6
I keep my methods secret now—I’ve learned not to give people a chance to intervene	6
I’m living out of obligation, not desire.	6
I feel like I’ve already said my goodbyes—just not out loud	6
Each new morning feels like a punishment I didn’t ask for.	6
The end is not just an idea anymore—it’s becoming a decision.	6
The second they walked out, I picked up the blade without thinking	6
When he said it was over, I grabbed the pills before I could feel the pain.	6
She blocked me, and I smashed the mirror—then I used the shards on myself	6
I didn’t plan to hurt myself—I just needed the pain to match what I felt when she left.	6
The breakup hit me like a train, and I ended up in the ER before I even processed it.	6
One fight and I was on the balcony railing—I didn’t care if it was stupid	6
He ghosted me for a week and I ended up cutting deeper than I ever had.	6
When she told me she cheated, I put my fist through the wall—and then into myself	6
It wasn’t a suicide attempt, it was a scream with my blood.	6
I didn’t want to die, I just didn’t want to be alive without him	6
I didn’t think—I just drank everything in the cabinet the minute she slammed the door	6
I punched a wall, then swallowed a handful of anything I could find	6
